Id,alpha
281198,4
281199,2
281200,2
281201,2
281202,3
281203,1
281204,4
281205,2
281206,2
281207,2
281208,1
281209,1
281210,3
281211,2
281212,2
281213,1
281214,2
281215,4
281216,1
281217,2
281218,2
281219,2
281220,2
281221,2
281222,2
281223,3
281224,2
281225,4
281226,1
281227,3
281228,4
281229,3
281230,2
281231,1
281232,2
281233,1
281234,2
281235,2
281236,2
281237,4
281238,2
281239,4
281240,3
281241,4
281242,2
281243,4
281244,1
281245,1
281246,1
281247,2
281248,1
281249,2
281250,2
281251,2
281252,2
281253,2
281254,4
281255,4
281256,3
281257,1
281258,4
281259,3
281260,3
281261,2
281262,1
281263,2
281264,2
281265,2
281266,2
281267,4
281268,3
281269,2
281270,3
281271,2
281272,2
281273,4
281274,2
281275,4
281276,2
281277,3
281278,2
281279,2
281280,4
281281,3
281282,4
281283,2
281284,3
281285,3
281286,2
281287,2
281288,2
281289,4
281290,4
281291,4
281292,2
281293,2
281294,3
281295,2
281296,3
281297,2
281298,3
281299,2
281300,2
281301,3
281302,3
281303,2
281304,2
281305,1
281306,2
281307,2
281308,3
281309,2
281310,2
281311,2
281312,2
281313,2
281314,2
281315,2
281316,4
281317,3
281318,4
281319,1
281320,3
281321,1
281322,2
281323,4
281324,2
281325,3
281326,4
281327,2
281328,3
281329,4
281330,2
281331,2
281332,4
281333,4
281334,2
281335,2
281336,4
281337,3
281338,2
281339,2
281340,2
281341,1
281342,2
281343,2
281344,2
281345,3
281346,4
281347,2
281348,4
281349,3
281350,1
281351,3
281352,2
281353,2
281354,2
281355,2
281356,4
281357,1
281358,3
281359,2
281360,4
281361,3
281362,3
281363,2
281364,4
281365,4
281366,3
281367,2
281368,2
281369,4
281370,2
281371,4
281372,3
281373,3
281374,2
281375,3
281376,4
281377,3
281378,2
281379,4
281380,3
281381,3
281382,2
281383,1
281384,4
281385,2
281386,1
281387,2
281388,2
281389,2
281390,2
281391,3
281392,2
281393,3
281394,3
281395,1
281396,3
281397,2
281398,2
281399,2
281400,2
281401,2
281402,2
281403,2
281404,2
281405,4
281406,2
281407,2
281408,4
281409,1
281410,2
281411,2
281412,2
281413,2
281414,2
281415,4
281416,2
281417,1
281418,4
281419,2
281420,3
281421,1
281422,2
281423,4
281424,2
281425,4
281426,2
281427,2
281428,1
281429,4
281430,2
281431,3
281432,2
281433,2
281434,2
281435,3
281436,2
281437,1
281438,2
281439,2
281440,2
281441,2
281442,3
281443,2
281444,2
281445,3
281446,3
281447,2
281448,2
281449,2
281450,2
281451,2
281452,4
281453,1
281454,2
281455,4
281456,1
281457,2
281458,2
281459,2
281460,2
281461,1
281462,4
281463,2
281464,2
281465,3
281466,2
281467,2
281468,4
281469,1
281470,3
281471,2
281472,3
281473,4
281474,4
281475,2
281476,2
281477,3
281478,1
281479,2
281480,2
281481,2
281482,4
281483,1
281484,2
281485,2
281486,2
281487,2
281488,2
281489,2
281490,2
281491,3
281492,2
281493,3
281494,2
281495,3
281496,2
281497,4
281498,2
281499,2
281500,4
281501,2
281502,4
281503,4
281504,3
281505,2
281506,1
281507,1
281508,2
281509,1
281510,2
281511,2
281512,1
281513,2
281514,3
281515,2
281516,3
281517,4
281518,1
281519,2
281520,1
281521,3
281522,3
281523,4
281524,2
281525,3
281526,2
281527,3
281528,3
281529,1
281530,3
281531,2
281532,4
281533,2
281534,1
281535,2
281536,1
281537,4
281538,2
281539,2
281540,2
281541,4
281542,2
281543,4
281544,1
281545,1
281546,2
281547,2
281548,4
281549,2
281550,4
281551,1
281552,2
281553,2
281554,2
281555,1
281556,4
281557,4
281558,2
281559,3
281560,2
281561,1
281562,4
281563,3
281564,2
281565,2
281566,4
281567,3
281568,2
281569,1
281570,1
281571,3
281572,2
281573,1
281574,2
281575,4
281576,2
281577,3
281578,3
281579,3
281580,2
281581,2
